order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
M00016,2018-08-21,15:36:20,Lunch,TP,"[('Fries', 5), ('Burger', 6), ('Chicken', 8), ('Steak', 2)]",592.0,-37.8199519,144.9685132,0,7.579,13.5725163
M00017,2018-05-21,12:33:48,Lunch,BK,"[('Steak', 5), ('Fries', 2), ('Burger', 7)]",466.0,-37.817032,144.9650712,0,7.649,13.451862740738054
M00018,2018-05-11,12:13:31,Lunch,BK,"[('Steak', 1), ('Fries', 4)]",93.0,-37.8054408,145.0013645,0,4.482,10.0983601
M00019,2018-06-10,13:14:21,Lunch,NS,"[('Salad', 5), ('Steak', 3), ('Burger', 8), ('Fries', 8)]",565.0,-37.8045637,144.9938213,0,8.636,16.5172805
M00020,2018-08-31,15:56:37,Lunch,BK,"[('Steak', 10), ('Fries', 3), ('Salad', 3)]",537.6,-37.8067574,144.9829273,0,5.908,11.7887409
M00021,2018-10-05,17:07:36,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 10), ('Shrimp', 10)]",972.0,-37.808888,144.9663962,0,7.146,13.3362255
M00022,2018-06-29,13:54:55,Lunch,NS,"[('Steak', 5), ('Burger', 8)]",473.0,-37.8267979,144.9822176,0,9.433,14.7489885
M00023,2018-10-04,17:07:36,Dinner,NS,"[('Shrimp', 4), ('Pasta', 6)]",381.0,-37.8158013,144.934271,0,10.318999999999988,14.9519907
M00024,2018-11-20,18:38:52,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 9), ('Pasta', 2), ('Salmon', 1)]",652.0,-37.8237726,145.0157724,0,4.821,10.9697225
M00025,2018-10-08,17:17:44,Dinner,TP,"[('Salmon', 7), ('Pasta', 4), ('Shrimp', 2), ('Fish&Chips', 5)]",680.0,-37.8175846,144.9592077,0,7.978,14.8629391
M00026,2018-10-17,17:38:01,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 4), ('Salmon', 6)]",602.0,-37.815142,144.9749158,0,6.698,13.1378111
M00027,2018-11-05,18:08:27,Dinner,NS,"[('Salmon', 5), ('Shrimp', 10), ('Pasta', 3), ('Fish&Chips', 5)]",1002.5,-37.8174395,144.9704191,0,8.782,14.9850533
M00028,2018-07-29,14:55:46,Lunch,BK,"[('Salad', 2), ('Burger', 9), ('Fries', 8)]",409.4,-37.8120939,144.9738315,0,6.765,15.0580787
M00029,2018-11-27,18:59:09,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 4), ('Salmon', 2)]",648.0,-37.8161419,144.9454762,0,9.499,13.57981
M00030,2018-12-16,19:29:34,Dinner,BK,"[('Pasta', 9), ('Salmon', 3)]",370.5,-37.8244158,144.9444822,0,9.81,19.357528914620303
M00031,2018-08-20,15:36:20,Lunch,BK,"[('Burger', 1), ('Steak', 4), ('Fries', 3)]",247.0,-37.8035112,144.950603,0,8.665,14.539434698733151
M00032,2018-10-10,17:17:44,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 10), ('Shrimp', 7), ('Pasta', 7)]",1295.5,-37.8126496,144.9527667,0,9.066,12.9482205
M00033,2018-02-25,09:41:24,Breakfast,TP,"[('Pancake', 1), ('Coffee', 7)]",76.75,-37.8030914,145.008892,0,12.313,15.7596875
M00034,2018-05-07,12:03:22,Lunch,BK,"[('Burger', 9), ('Chicken', 4)]",407.0,-37.8049951,144.9312408,0,11.007,17.04641651529272
M00035,2018-11-05,18:08:27,Dinner,NS,"[('Salmon', 10), ('Shrimp', 8), ('Pasta', 6)]",1007.0,-37.8194259,144.9819366,0,8.903,14.991208
M00036,2018-05-26,12:43:56,Lunch,TP,"[('Burger', 9), ('Steak', 10), ('Chicken', 10), ('Fries', 10)]",1169.0,-37.8049451,144.9523702,0,9.576,14.7066828
M00037,2018-06-25,13:44:47,Lunch,NS,"[('Salad', 3), ('Chicken', 9), ('Fries', 5), ('Burger', 1), ('Steak', 10)]",880.6,-37.8045552,144.9160408,0,11.598,15.1642947
M00038,2018-07-07,14:05:04,Lunch,TP,"[('Fries', 3), ('Burger', 4), ('Salad', 7)]",280.4,-37.8142508,144.9861537,0,9.559,14.5562588
M00039,2018-09-18,16:37:10,Dinner,NS,"[('Salmon', 7), ('Shrimp', 3), ('Fish&Chips', 6)]",659.0,-37.8063482,144.9561166,0,8.589,14.4618153
M00040,2018-05-24,12:43:56,Lunch,BK,"[('Steak', 3), ('Fries', 6)]",207.0,-37.8132804,144.984748,0,5.843999999999999,14.4543399
M00041,2018-04-02,11:02:32,Breakfast,NS,"[('Coffee', 9), ('Cereal', 10), ('Eggs', 1), ('Pancake', 7)]",469.25,-37.8138047,144.9574646,0,8.295,13.33885521460969
M00042,2018-12-22,19:49:51,Dinner,TP,"[('Pasta', 5), ('Fish&Chips', 2)]",207.5,-37.8178428,144.9469395,0,9.358,14.948393894811677
M00043,2018-11-30,18:59:09,Dinner,BK,"[('Shrimp', 1), ('Pasta', 3)]",136.5,-37.8028541,145.0036311,0,5.336,12.2885273
M00044,2018-10-27,17:58:18,Dinner,TP,"[('Salmon', 5), ('Pasta', 8), ('Shrimp', 3)]",587.0,-37.8204907,144.9659248,0,7.427,13.235124674077127
M00045,2018-03-28,10:52:23,Breakfast,BK,"[('Cereal', 8), ('Coffee', 2), ('Eggs', 7), ('Pancake', 5)]",458.25,-37.8159761,144.9513099,0,10.078,14.7452351
M00046,2018-08-09,15:16:03,Lunch,TP,"[('Salad', 7), ('Chicken', 5), ('Fries', 5)]",340.4,-37.7989584,144.9631716,0,9.918,13.1623773
M00047,2018-03-06,10:01:41,Breakfast,NS,"[('Eggs', 4), ('Cereal', 4)]",172.0,-37.8128175,144.9513676,0,8.58,13.632554761767532
M00048,2018-01-04,08:00:00,Breakfast,NS,"[('Eggs', 6), ('Cereal', 3)]",195.0,-37.8029536,144.936477,1,10.139,7.619571405478633
M00049,2018-01-02,08:00:00,Breakfast,NS,"[('Coffee', 7), ('Eggs', 7), ('Cereal', 3), ('Pancake', 5)]",390.75,-37.8139599,144.9636889,1,7.966,6.1368268
M00050,2018-01-19,08:30:25,Breakfast,NS,"[('Eggs', 6), ('Cereal', 5), ('Coffee', 5)]",274.5,-37.8140337,144.9388876,1,9.863999999999988,7.7483203
M00051,2018-09-04,16:06:45,Dinner,NS,"[('Pasta', 9), ('Shrimp', 4), ('Fish&Chips', 9), ('Salmon', 8)]",1106.5,-37.7997325,144.9534133,0,7.705,14.2795206
M00052,2018-02-07,09:10:59,Breakfast,BK,"[('Cereal', 2), ('Eggs', 9)]",240.0,-37.8012188,145.0085809,0,4.811,9.4284313
M00053,2018-09-12,16:27:02,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 5), ('Pasta', 3)]",322.5,-37.8232964,144.969899,0,7.973,12.265378687667308
M00054,2018-01-11,08:20:16,Breakfast,TP,"[('Eggs', 6), ('Pancake', 8), ('Coffee', 6)]",371.0,-37.8162554,144.9640149,1,7.776,5.297695
M00055,2018-03-28,10:42:15,Breakfast,TP,"[('Pancake', 4), ('Eggs', 2), ('Coffee', 9)]",208.5,-37.8068265,144.9595076,0,9.062,12.1003651
M00056,2018-02-03,09:00:50,Breakfast,TP,"[('Coffee', 10), ('Cereal', 5)]",180.0,-37.8239721,144.9910896,0,9.51,13.0855252
M00057,2018-02-16,09:31:16,Breakfast,NS,"[('Eggs', 7), ('Coffee', 4)]",184.0,-37.8063012,144.9437447,0,9.316,14.19056259941324
M00058,2018-08-18,15:36:20,Lunch,NS,"[('Salad', 6), ('Fries', 5)]",163.2,-37.8103255,145.0019927,0,9.642,17.6976278
M00059,2018-05-17,12:23:39,Lunch,NS,"[('Fries', 7), ('Steak', 7), ('Burger', 2), ('Salad', 4)]",529.8,-37.8039846,144.9584154,0,7.527,13.0402189
M00060,2018-07-20,14:35:29,Lunch,BK,"[('Chicken', 2), ('Fries', 7), ('Burger', 1)]",179.0,-37.8233122,145.011886,0,4.793,10.555962
M00061,2018-07-11,14:15:12,Lunch,TP,"[('Burger', 9), ('Steak', 4)]",459.0,-37.8180792,144.9946677,0,10.109,13.7977944
M00062,2018-05-20,12:33:48,Lunch,NS,"[('Fries', 7), ('Chicken', 2), ('Salad', 7), ('Burger', 6), ('Steak', 4)]",634.4,-37.8098082,144.9930308,0,8.843,15.9043326
M00063,2018-04-15,11:22:49,Breakfast,BK,"[('Cereal', 3), ('Pancake', 5), ('Eggs', 5)]",294.25,-37.8135406,145.0103946,0,3.668,10.804222271634384
M00064,2018-03-25,10:42:15,Breakfast,BK,"[('Eggs', 1), ('Pancake', 2), ('Coffee', 5), ('Cereal', 3)]",171.0,-37.8093901,144.9731119,0,6.641,13.5904006
M00065,2018-01-19,08:30:25,Breakfast,TP,"[('Eggs', 4), ('Coffee', 8), ('Pancake', 6)]",293.5,-37.8115492,144.9362069,0,10.545,15.4838948
M00066,2018-08-11,15:16:03,Lunch,NS,"[('Salad', 9), ('Chicken', 5), ('Fries', 7), ('Burger', 8)]",646.8,-37.8090287,144.9426335,0,9.89,17.401101859628618
M00067,2018-10-01,16:57:27,Dinner,BK,"[('Salmon', 5), ('Shrimp', 8), ('Fish&Chips', 5), ('Pasta', 3)]",894.5,-37.8013589,144.986982,0,6.192,13.7281184
M00068,2018-11-03,18:08:27,Dinner,NS,"[('Salmon', 1), ('Shrimp', 5)]",311.0,-37.8198285,144.981652,0,8.979,17.2270296
M00069,2018-05-15,12:23:39,Lunch,NS,"[('Salad', 9), ('Chicken', 3)]",250.8,-37.803438,144.9534492,0,8.008999999999993,13.378528
M00070,2018-12-02,19:09:17,Dinner,NS,"[('Pasta', 5), ('Shrimp', 9), ('Fish&Chips', 8), ('Salmon', 8)]",1231.5,-37.8154023,144.9664893,0,8.073,15.5937812
M00071,2018-03-16,10:21:58,Breakfast,NS,"[('Coffee', 6), ('Eggs', 9), ('Pancake', 10)]",485.5,-37.8014507,144.9576509,0,7.39,12.2115085
M00072,2018-08-09,15:16:03,Lunch,BK,"[('Salad', 8), ('Fries', 4), ('Burger', 10)]",495.6,-37.7989584,144.9631716,0,8.245,14.2293675
M00073,2018-03-05,10:01:41,Breakfast,TP,"[('Cereal', 2), ('Coffee', 1)]",49.5,-37.7922014,144.9366421,0,11.977,14.28205977171554
M00074,2018-01-22,08:40:33,Breakfast,NS,"[('Pancake', 10), ('Eggs', 3), ('Cereal', 2), ('Coffee', 5)]",388.0,-37.8052372,144.9285858,0,10.518,15.4725083
M00075,2018-11-22,18:49:00,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 2)]",178.0,-37.8070036,144.9695876,0,6.864,12.913281813431784
M00076,2018-12-06,19:09:17,Dinner,BK,"[('Pasta', 6), ('Salmon', 4), ('Shrimp', 6)]",653.0,-37.8191868,144.9541987,0,8.698,16.0147634
M00077,2018-12-27,20:00:00,Dinner,NS,"[('Fish&Chips', 9), ('Shrimp', 9), ('Pasta', 7), ('Salmon', 8)]",1321.5,-37.8200529,144.9427973,0,9.94,15.8872943
M00078,2018-01-22,08:40:33,Breakfast,TP,"[('Coffee', 10), ('Cereal', 1), ('Pancake', 9), ('Eggs', 9)]",512.25,-37.8000068,144.9749506,0,10.172,12.692249250960385
M00079,2018-09-01,15:56:37,Lunch,NS,"[('Burger', 3), ('Steak', 7), ('Fries', 9)]",516.0,-37.8168415,144.9542915,0,8.877,16.5869113
M00080,2018-05-01,11:53:14,Breakfast,TP,"[('Pancake', 9), ('Coffee', 5)]",255.75,-37.8104633,144.950248,0,9.36,11.7672249
M00081,2018-01-19,08:30:25,Breakfast,NS,"[('Coffee', 1), ('Cereal', 8), ('Pancake', 3)]",248.25,-37.8086358,144.9600405,0,7.690999999999994,11.878867
M00082,2018-06-05,13:04:13,Lunch,NS,"[('Burger', 3), ('Steak', 10), ('Salad', 9)]",697.8,-37.8032271,144.9506548,0,8.179999999999993,13.733965767541482
M00083,2018-02-01,09:00:50,Breakfast,BK,"[('Pancake', 4), ('Cereal', 8), ('Coffee', 6)]",310.0,-37.8253215,144.9888352,0,6.589,10.8347991
M00084,2018-08-02,15:05:54,Lunch,TP,"[('Steak', 7), ('Salad', 9), ('Burger', 1), ('Fries', 9), ('Chicken', 3)]",704.8,-37.8140732,144.9857293,0,9.514,12.6845854
M00085,2018-06-16,13:24:30,Lunch,TP,"[('Chicken', 1), ('Fries', 6)]",104.0,-37.8221192,144.9682661,0,7.842,12.9681247
M00086,2018-09-27,16:57:27,Dinner,NS,"[('Salmon', 1), ('Pasta', 10)]",316.0,-37.8078182,144.9437606,0,9.172,15.3509
M00087,2018-04-03,11:02:32,Breakfast,BK,"[('Pancake', 2), ('Coffee', 10), ('Eggs', 4)]",211.5,-37.8125341,144.9878982,0,5.487,10.3541223
M00088,2018-04-06,11:02:32,Breakfast,TP,"[('Eggs', 6), ('Pancake', 4)]",229.0,-37.8034957,144.9497343,0,9.907,12.1568227
M00089,2018-03-15,10:21:58,Breakfast,BK,"[('Cereal', 8), ('Coffee', 5), ('Pancake', 2), ('Eggs', 2)]",298.0,-37.8203995,144.9848481,0,6.480999999999998,11.09975741153269
M00090,2018-07-24,14:45:38,Lunch,NS,"[('Salad', 2), ('Fries', 8), ('Steak', 7), ('Chicken', 6), ('Burger', 2)]",699.4,-37.8039603,144.9499152,0,8.388,13.94831491073037
