order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
D00027,2018-09-19,16:37:10,Dinner,NS,"[('Pasta', 9), ('Salmon', 2), ('Fish&Chips', 9)]",644.5,-37.8072565,144.9578256,0,8.066,14.0105919
D00028,2018-08-13,15:26:11,Lunch,TP,"[('Burger', 9), ('Salad', 2)]",313.4,-37.8131314,144.9358897,0,10.538,16.2911159
D00029,2018-10-02,17:07:36,Dinner,TP,"[('Fish&Chips', 5), ('Pasta', 4)]",285.0,-37.813942,144.9844808,0,9.398,13.3644231
D00030,2018-07-18,14:35:29,Lunch,NS,"[('Chicken', 8), ('Steak', 5)]",481.0,-37.811866,145.0130405,0,10.599,15.7736999
D00031,2018-01-02,08:00:00,Breakfast,NS,"[('Cereal', 7), ('Eggs', 8)]",323.0,-37.8271878,144.9940192,1,10.086,7.1972907
D00032,2018-01-23,08:40:33,Breakfast,NS,"[('Pancake', 8), ('Eggs', 8)]",370.0,-37.8190445,144.9542552,0,9.178,14.4794921
D00033,2018-11-25,18:49:00,Dinner,NS,"[('Shrimp', 4), ('Salmon', 1), ('Pasta', 5), ('Fish&Chips', 8)]",674.5,-37.8210055,144.9825937,0,9.031,17.7587227
D00034,2018-02-04,09:00:50,Breakfast,BK,"[('Cereal', 3), ('Eggs', 1)]",85.0,-37.8050438,144.925926,0,10.924,18.6266576
D00035,2018-04-15,11:22:49,Breakfast,NS,"[('Eggs', 6), ('Coffee', 7), ('Pancake', 10)]",427.0,-37.8132128,145.0108971,0,7.599,17.629093
D00036,2018-08-16,15:26:11,Lunch,TP,"[('Fries', 6), ('Salad', 1), ('Steak', 3)]",224.2,-37.8175499,144.9554956,0,8.357,11.637525
D00037,2018-05-07,12:13:31,Lunch,NS,"[('Fries', 10), ('Salad', 8), ('Burger', 6), ('Steak', 6), ('Chicken', 1)]",745.6,-37.8142812,144.9610188,0,8.205,13.9202159
D00038,2018-12-29,20:00:00,Dinner,NS,"[('Salmon', 3), ('Fish&Chips', 7)]",368.0,-37.8094988,144.957498,0,7.934,16.1889012
D00039,2018-01-21,08:40:33,Breakfast,BK,"[('Pancake', 2), ('Coffee', 6)]",93.5,-37.8040872,144.9774972,0,6.625,14.1359721
D00040,2018-01-16,08:30:25,Breakfast,TP,"[('Eggs', 1), ('Cereal', 7), ('Coffee', 1), ('Pancake', 10)]",419.0,-37.8140628,144.9642958,1,10.002,5.5542345
D00041,2018-03-20,10:32:06,Breakfast,TP,"[('Pancake', 2), ('Cereal', 3), ('Eggs', 4)]",199.5,-37.8099121,144.9585577,0,8.797,12.414532
D00042,2018-03-04,10:01:41,Breakfast,BK,"[('Cereal', 5), ('Coffee', 7)]",157.5,-37.8236483,144.940564,0,10.117,17.4319646
D00043,2018-11-26,18:59:09,Dinner,TP,"[('Pasta', 6), ('Shrimp', 8)]",597.0,-37.8245833,144.9637696,0,7.824,11.809105
D00044,2018-12-14,19:29:34,Dinner,NS,"[('Shrimp', 7), ('Salmon', 1), ('Fish&Chips', 8), ('Pasta', 6)]",864.0,-37.8178636,144.9322179,0,9.601,15.5606403
D00045,2018-08-23,15:46:28,Lunch,BK,"[('Chicken', 2), ('Burger', 9), ('Salad', 3)]",394.6,-37.8231925,144.988235,0,6.332,12.3898543
D00046,2018-12-29,20:00:00,Dinner,NS,"[('Shrimp', 1), ('Pasta', 9), ('Salmon', 1)]",342.5,-37.8137954,144.9718227,0,8.542,16.219012
D00047,2018-02-13,09:21:07,Breakfast,BK,"[('Pancake', 5), ('Cereal', 1)]",142.25,-37.8077748,144.9821599,0,5.532,11.0033311
D00048,2018-08-09,15:16:03,Lunch,TP,"[('Fries', 6), ('Salad', 3), ('Burger', 8)]",371.6,-37.8224736,144.955746,0,8.101,11.113575
D00049,2018-06-22,13:34:38,Lunch,BK,"[('Salad', 7), ('Fries', 9), ('Steak', 9), ('Burger', 10)]",943.4,-37.8102974,144.9611848,0,7.636,13.1711257
D00050,2018-12-10,19:19:26,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 3), ('Pasta', 3)]",349.5,-37.8222831,144.9498288,0,8.672,12.8998923
D00051,2018-10-15,17:27:53,Dinner,NS,"[('Shrimp', 1), ('Pasta', 3)]",136.5,-37.8111785,144.9936407,0,9.023,15.1667939
D00052,2018-08-08,15:16:03,Lunch,TP,"[('Salad', 2), ('Chicken', 10)]",354.4,-37.7995345,144.9630705,0,9.847,13.6319277
D00053,2018-12-06,19:09:17,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 2)]",262.5,-37.8192035,144.9541322,0,9.204,15.0704618
D00054,2018-07-01,13:54:55,Lunch,NS,"[('Chicken', 6), ('Burger', 5), ('Steak', 1)]",392.0,-37.8153924,144.9666436,0,8.07,15.853618
D00055,2018-07-11,14:15:12,Lunch,NS,"[('Chicken', 3), ('Burger', 10), ('Steak', 10), ('Salad', 1), ('Fries', 10)]",993.2,-37.8057852,144.942916,0,9.165,14.3818639
D00056,2018-01-18,08:30:25,Breakfast,TP,"[('Pancake', 3), ('Eggs', 6)]",204.75,-37.8056503,144.9537582,1,9.4,6.1175233
D00057,2018-09-11,16:16:54,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 7), ('Shrimp', 7)]",678.0,-37.8094864,144.963764,0,7.392,13.6396355
D00058,2018-03-01,09:51:32,Breakfast,BK,"[('Eggs', 9), ('Coffee', 4), ('Cereal', 5), ('Pancake', 3)]",405.75,-37.8178994,144.989793,0,5.727,10.4156965
D00059,2018-08-29,15:56:37,Lunch,BK,"[('Chicken', 1), ('Fries', 6), ('Salad', 5), ('Burger', 1), ('Steak', 2)]",311.0,-37.8191293,144.9788533,0,9.8,12.6439193
D00060,2018-04-11,11:12:40,Breakfast,BK,"[('Coffee', 4), ('Eggs', 6), ('Pancake', 6), ('Cereal', 4)]",391.5,-37.8160012,144.9696706,0,7.249,11.7699723
D00061,2018-01-09,08:10:08,Breakfast,TP,"[('Eggs', 8), ('Pancake', 8)]",370.0,-37.8046399,144.9716395,1,9.8,6.0859486
D00062,2018-08-18,15:36:20,Lunch,NS,"[('Steak', 4), ('Fries', 1)]",192.0,-37.813288,145.0104152,0,10.577,18.5688959
D00063,2018-07-29,14:55:46,Lunch,BK,"[('Fries', 1), ('Steak', 7), ('Chicken', 6), ('Salad', 8), ('Burger', 9)]",935.6,-37.8121845,144.9738657,0,6.777,15.02582
D00064,2018-11-18,18:38:52,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 3), ('Salmon', 7), ('Shrimp', 4)]",690.5,-37.8153517,144.9911839,0,10.169,15.7307753
D00065,2018-10-26,17:48:10,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 8), ('Pasta', 9), ('Salmon', 4)]",948.5,-37.8109859,144.9587939,0,8.696,12.5978499
D00066,2018-06-10,13:14:21,Lunch,BK,"[('Salad', 10), ('Burger', 10), ('Fries', 10)]",602.0,-37.8242093,144.9569549,0,9.139,17.4994969
D00067,2018-09-03,16:06:45,Dinner,TP,"[('Shrimp', 7), ('Salmon', 3), ('Fish&Chips', 2), ('Pasta', 10)]",846.0,-37.8112545,144.9729536,0,8.867,13.0782022
D00068,2018-04-21,11:32:57,Breakfast,BK,"[('Cereal', 9), ('Pancake', 6)]",334.5,-37.8190337,144.9524463,0,8.885,16.2268882
D00069,2018-10-18,17:38:01,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 3)]",311.5,-37.8031584,144.9509772,0,9.905,13.9676326
D00070,2018-01-03,08:00:00,Breakfast,BK,"[('Cereal', 2), ('Pancake', 7)]",211.75,-37.8136729,144.9410854,1,9.606,6.8507416
D00071,2018-04-29,11:53:14,Breakfast,BK,"[('Eggs', 10), ('Pancake', 6), ('Cereal', 6)]",491.5,-37.7997833,144.9578628,0,9.741,13.5642065
D00072,2018-01-16,08:30:25,Breakfast,BK,"[('Eggs', 9), ('Pancake', 4), ('Coffee', 5)]",332.5,-37.813801,144.9269992,1,11.821,8.4951876
D00073,2018-06-20,13:34:38,Lunch,BK,"[('Steak', 6), ('Burger', 9), ('Salad', 5)]",635.0,-37.8044164,144.9489564,0,8.838,14.4227247
D00074,2018-09-10,16:16:54,Dinner,BK,"[('Pasta', 8), ('Shrimp', 2), ('Salmon', 9), ('Fish&Chips', 2)]",767.0,-37.8131411,144.9391035,0,9.797,16.3546582
D00075,2018-06-02,13:04:13,Lunch,BK,"[('Fries', 5), ('Chicken', 6), ('Burger', 2), ('Salad', 3), ('Steak', 9)]",770.6,-37.818061,144.9648126,0,7.673,15.791064
D00076,2018-05-14,12:23:39,Lunch,NS,"[('Steak', 3), ('Salad', 8)]",272.6,-37.8191851,144.9610198,0,8.863,14.3385871
D00077,2018-12-27,20:00:00,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 4), ('Pasta', 1), ('Salmon', 1)]",424.5,-37.8195117,144.9526804,0,8.833,16.084853
D00078,2018-04-03,11:02:32,Breakfast,BK,"[('Cereal', 1), ('Eggs', 10), ('Pancake', 1)]",265.25,-37.8034225,144.9386034,0,10.159,15.2938258
D00079,2018-04-16,11:22:49,Breakfast,TP,"[('Pancake', 10), ('Eggs', 10)]",462.5,-37.8045489,144.9432618,0,10.195,12.4086808
D00080,2018-09-07,16:16:54,Dinner,TP,"[('Pasta', 3), ('Salmon', 3), ('Shrimp', 6)]",529.5,-37.8200557,144.9768385,0,8.947,12.3768036
D00081,2018-03-21,10:32:06,Breakfast,BK,"[('Cereal', 10), ('Coffee', 7), ('Eggs', 8), ('Pancake', 10)]",681.0,-37.81209,144.9593116,0,8.572,11.3832131
D00082,2018-02-14,09:21:07,Breakfast,BK,"[('Cereal', 10), ('Eggs', 6), ('Coffee', 6), ('Pancake', 7)]",556.75,-37.8158528,144.9634938,0,7.899,12.8832098
D00083,2018-08-08,15:16:03,Lunch,TP,"[('Burger', 9), ('Fries', 7), ('Salad', 10), ('Steak', 6)]",805.0,-37.8002121,144.9731023,0,10.14,13.4453157
D00084,2018-08-07,15:16:03,Lunch,TP,"[('Burger', 9), ('Fries', 2), ('Steak', 4), ('Salad', 8)]",620.6,-37.8093099,144.9526406,0,9.126,12.2209412
D00085,2018-05-13,12:23:39,Lunch,BK,"[('Chicken', 9), ('Salad', 5), ('Burger', 3)]",467.0,-37.7936925,144.9475187,0,9.452,18.2716237
D00086,2018-01-17,08:30:25,Breakfast,TP,"[('Coffee', 10), ('Eggs', 2), ('Cereal', 1)]",140.0,-37.8063677,144.9581344,1,9.094,6.4542161
D00087,2018-09-18,16:37:10,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 6)]",579.0,-37.81284,144.9430922,0,7.392,16.3202993
D00088,2018-01-03,08:00:00,Breakfast,TP,"[('Coffee', 4), ('Eggs', 8), ('Pancake', 8)]",400.0,-37.7998201,145.0147972,1,13.515,7.723273
D00089,2018-05-26,12:43:56,Lunch,BK,"[('Fries', 7), ('Burger', 6), ('Chicken', 5)]",430.0,-37.8178522,145.014074,0,4.269,12.1720461
D00090,2018-02-14,09:21:07,Breakfast,NS,"[('Cereal', 1), ('Eggs', 4), ('Coffee', 5), ('Pancake', 8)]",340.5,-37.8267465,144.9745513,0,11.078,14.2119246
