order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
O00141,2018-09-30,16:57:27,Dinner,TP,"[('Salmon', 2), ('Pasta', 2)]",137.0,-37.8240241,144.9906328,0,9.592,15.6705069
O00142,2018-10-04,17:07:36,Dinner,BK,"[('Shrimp', 9), ('Pasta', 4), ('Fish&Chips', 1), ('Salmon', 5)]",836.0,-37.8082252,144.9398885,0,10.002,24.7033702
O00143,2018-11-03,18:08:27,Dinner,TP,"[('Pasta', 1), ('Salmon', 4), ('Shrimp', 1)]",245.5,-37.8115349,144.9520968,0,9.107,15.2269133
O00144,2018-04-16,11:22:49,Breakfast,BK,"[('Coffee', 4), ('Cereal', 9)]",219.0,-37.8114581,144.9646549,0,7.427,12.1521227
O00145,2018-01-31,08:50:42,Breakfast,NS,"[('Coffee', 3), ('Cereal', 3)]",85.5,-37.82291,145.0141188,0,11.716,16.8007213
O00146,2018-06-16,13:24:30,Lunch,BK,"[('Fries', 3), ('Chicken', 9), ('Burger', 10), ('Steak', 1)]",679.0,-37.8221988,144.9476227,0,9.301,17.8022213
O00147,2018-06-19,13:34:38,Lunch,BK,"[('Steak', 3), ('Burger', 7)]",352.0,-37.8220177,145.0047069,0,4.764,10.252888
O00148,2018-07-24,14:45:38,Lunch,NS,"[('Fries', 3), ('Steak', 4)]",216.0,-37.7995415,144.9634403,0,6.853,12.4743168
O00149,2018-03-18,10:32:06,Breakfast,TP,"[('Cereal', 5), ('Coffee', 5)]",142.5,-37.8077001,144.9731247,0,9.272,21.5978127
O00150,2018-05-22,12:33:48,Lunch,BK,"[('Steak', 10), ('Burger', 3), ('Salad', 3), ('Chicken', 7), ('Fries', 6)]",890.6,-37.8191071,144.9919458,0,5.615,11.0338501
O00151,2018-11-16,18:38:52,Dinner,BK,"[('Salmon', 3), ('Shrimp', 1), ('Pasta', 7), ('Fish&Chips', 7)]",614.5,-37.8187648,144.9615339,0,8.081,15.162313
O00152,2018-01-26,08:50:42,Breakfast,NS,"[('Cereal', 6), ('Eggs', 2)]",170.0,-37.8208435,144.94731,0,9.83,9.0079466
O00153,2018-06-12,13:24:30,Lunch,TP,"[('Burger', 5), ('Steak', 10), ('Fries', 4)]",653.0,-37.8237139,144.9971719,0,10.075,13.4714572
O00154,2018-04-28,11:53:14,Breakfast,NS,"[('Cereal', 6), ('Eggs', 8)]",302.0,-37.8225968,144.9694677,0,8.959,15.3736779
O00155,2018-11-09,18:18:35,Dinner,NS,"[('Pasta', 9), ('Fish&Chips', 6), ('Salmon', 8)]",785.5,-37.8198341,145.0108556,0,11.099,10.789895699999999
O00156,2018-01-07,08:10:08,Breakfast,NS,"[('Coffee', 4), ('Pancake', 8), ('Eggs', 7), ('Cereal', 9)]",567.0,-37.8136666,144.937144,1,9.958,8.598156
